Name,Start,End,Duration,Process
Messenger - Google Chrome,9/13/2019 12:12,9/13/2019 12:13,0:00:24,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 12:13,9/13/2019 12:14,0:01:03,Google Chrome
Messenger - Google Chrome,9/13/2019 12:14,9/13/2019 12:14,0:00:10,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 12:14,9/13/2019 12:19,0:04:57,Google Chrome
New Tab - Google Chrome,9/13/2019 12:19,9/13/2019 12:19,0:00:06,Google Chrome
treating varicella vaccine rash - Google Search - Google Chrome,9/13/2019 12:19,9/13/2019 12:19,0:00:08,Google Chrome
Common Side Effects of Varivax (Varicella Virus Vaccine Live) Drug Center - RxList - Google Chrome,9/13/2019 12:19,9/13/2019 12:19,0:00:18,Google Chrome
Common Side Effects of Varivax (Varicella Virus Vaccine Live) Drug Center - RxList - Google Chrome,9/13/2019 12:19,9/13/2019 12:20,0:00:16,Google Chrome
treating varicella vaccine rash - Google Search - Google Chrome,9/13/2019 12:20,9/13/2019 12:20,0:00:10,Google Chrome
Vaccines: VPD-VAC/Varicella/Vaccine Safety and Monitoring - Google Chrome,9/13/2019 12:20,9/13/2019 12:21,0:00:43,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 12:21,9/13/2019 12:22,0:01:50,Google Chrome
Web Login Service - University of Florida - Google Chrome,9/13/2019 12:22,9/13/2019 12:22,0:00:05,Google Chrome
ARE6386-07BG(23294) - Teach Art in High Edu - Google Chrome,9/13/2019 12:22,9/13/2019 12:23,0:00:07,Google Chrome
Grades for Meghan Kozal: ARE6386-07BG(23294) - Teach Art in High Edu - Google Chrome,9/13/2019 12:23,9/13/2019 12:23,0:00:23,Google Chrome
Discussions: ARE6386-07BG(23294) - Teach Art in High Edu - Google Chrome,9/13/2019 12:23,9/13/2019 12:23,0:00:05,Google Chrome
Topic: Readings 2: What's worth teaching in studio art classes today? - Google Chrome,9/13/2019 12:23,9/13/2019 12:25,0:01:56,Google Chrome
New Tab - Google Chrome,9/13/2019 12:25,9/13/2019 12:25,0:00:07,Google Chrome
apa citation of 1ournal article - Google Search - Google Chrome,9/13/2019 12:25,9/13/2019 12:25,0:00:05,Google Chrome
ARE6386readings_2019.pdf - Adobe Acrobat Reader DC,9/13/2019 12:25,9/13/2019 12:25,0:00:15,Adobe Acrobat Reader DC
Topic: Readings 2: What's worth teaching in studio art classes today? - Google Chrome,9/13/2019 12:25,9/13/2019 12:28,0:02:35,Google Chrome
apa citation of 1ournal article - Google Search - Google Chrome,9/13/2019 12:28,9/13/2019 12:28,0:00:06,Google Chrome
allison zuckerman uf - Google Search - Google Chrome,9/13/2019 12:28,9/13/2019 12:28,0:00:10,Google Chrome
Exhibitions & Events | College of the Arts | University of Florida - Google Chrome,9/13/2019 12:28,9/13/2019 12:28,0:00:08,Google Chrome
"Vitruvian Women, Paintings by Allison Zuckerman | Events | College of the Arts | University of Florida - Google Chrome",9/13/2019 12:28,9/13/2019 12:29,0:00:55,Google Chrome
Google Calendar - Event details - Google Chrome,9/13/2019 12:29,9/13/2019 12:30,0:00:16,Google Chrome
Outlook Mail - Google Chrome,9/13/2019 12:30,9/13/2019 12:30,0:00:05,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:30,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:30,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:30,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:30,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:30,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:30,0:00:12,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:30,9/13/2019 12:31,0:00:11,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:31,9/13/2019 12:31,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:31,9/13/2019 12:31,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 12:31,9/13/2019 12:31,0:00:30,Google Chrome
Visiting Artist Lecture Series | Visiting Artists & Scholars | School of Art + Art History | College of the Arts | University of Florida - Google Chrome,9/13/2019 12:31,9/13/2019 12:32,0:00:28,Google Chrome
Windows Explorer,9/13/2019 12:32,9/13/2019 12:32,0:00:05,Windows Explorer
Topic: Readings 2: What's worth teaching in studio art classes today? - Google Chrome,9/13/2019 12:32,9/13/2019 12:37,0:05:18,Google Chrome
to do | Trello - Google Chrome,9/13/2019 12:37,9/13/2019 12:38,0:00:24,Google Chrome
Messenger - Google Chrome,9/13/2019 12:38,9/13/2019 12:38,0:00:07,Google Chrome
to do | Trello - Google Chrome,9/13/2019 12:38,9/13/2019 12:38,0:00:21,Google Chrome
Microsoft Windows,9/13/2019 12:38,9/13/2019 12:38,0:00:05,Windows Explorer
Error Checking (صوري (D:)),9/13/2019 12:38,9/13/2019 12:38,0:00:09,COM Surrogate
صوري (D:),9/13/2019 12:38,9/13/2019 12:38,0:00:15,Windows Explorer
second_round,9/13/2019 12:38,9/13/2019 12:42,0:03:31,Windows Explorer
Import,9/13/2019 12:42,9/13/2019 12:43,0:00:52,Adobe Premiere Pro CC 2019
Import Files,9/13/2019 12:43,9/13/2019 12:43,0:00:20,Adobe Premiere Pro CC 2019
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 12:43,9/13/2019 12:45,0:01:33,Adobe Premiere Pro CC 2019
Skype,9/13/2019 12:45,9/13/2019 12:46,0:01:41,Skype
Messenger - Google Chrome,9/13/2019 12:46,9/13/2019 12:47,0:00:09,Google Chrome
Skype,9/13/2019 12:47,9/13/2019 12:47,0:00:44,Skype
Messenger - Google Chrome,9/13/2019 12:47,9/13/2019 12:48,0:00:51,Google Chrome
MaxxAudioPro 1ack - 0,9/13/2019 12:48,9/13/2019 12:48,0:00:05,MaxxAudio Pro
Messenger - Google Chrome,9/13/2019 12:48,9/13/2019 12:49,0:00:40,Google Chrome
Skype,9/13/2019 12:49,9/13/2019 12:50,0:01:00,Skype
Messenger - Google Chrome,9/13/2019 12:50,9/13/2019 12:50,0:00:10,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 12:50,9/13/2019 12:50,0:00:06,Google Chrome
Messenger - Google Chrome,9/13/2019 12:50,9/13/2019 12:50,0:00:07,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 12:50,9/13/2019 12:51,0:00:20,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 12:51,9/13/2019 12:51,0:00:07,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 12:51,9/13/2019 12:51,0:00:13,Google Chrome
Messenger - Google Chrome,9/13/2019 12:51,9/13/2019 12:52,0:01:13,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 12:52,9/13/2019 12:53,0:00:24,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 12:53,9/13/2019 12:55,0:02:08,Google Chrome
Spotify Premium,9/13/2019 12:55,9/13/2019 12:55,0:00:08,Spotify
Messenger - Google Chrome,9/13/2019 12:55,9/13/2019 12:56,0:00:42,Google Chrome
Spotify Premium,9/13/2019 12:56,9/13/2019 12:56,0:00:07,Spotify
Wingtip - Happiness,9/13/2019 12:56,9/13/2019 12:56,0:00:12,Spotify
Matt Corby - All Fired Up,9/13/2019 12:56,9/13/2019 12:56,0:00:05,Spotify
Messenger - Google Chrome,9/13/2019 12:56,9/13/2019 12:56,0:00:22,Google Chrome
Skype,9/13/2019 12:56,9/13/2019 12:56,0:00:11,Skype
Messenger - Google Chrome,9/13/2019 12:56,9/13/2019 12:57,0:00:45,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 12:57,9/13/2019 12:58,0:00:54,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 12:58,9/13/2019 12:59,0:00:56,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 12:59,9/13/2019 13:00,0:00:52,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 13:00,9/13/2019 13:00,0:00:14,Google Chrome
left brain - Google Search - Google Chrome,9/13/2019 13:00,9/13/2019 13:00,0:00:08,Google Chrome
Messenger - Google Chrome,9/13/2019 13:00,9/13/2019 13:00,0:00:06,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 13:00,9/13/2019 13:02,0:01:34,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 13:02,9/13/2019 13:03,0:00:34,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:03,9/13/2019 13:03,0:00:14,Google Chrome
Messenger - Google Chrome,9/13/2019 13:03,9/13/2019 13:03,0:00:20,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 13:03,9/13/2019 13:05,0:02:09,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 13:05,9/13/2019 13:06,0:00:33,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled,9/13/2019 13:06,9/13/2019 13:08,0:02:31,Adobe Premiere Pro CC 2019
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 13:08,9/13/2019 13:19,0:10:24,Adobe Premiere Pro CC 2019
Clip Speed / Duration,9/13/2019 13:19,9/13/2019 13:19,0:00:10,Adobe Premiere Pro CC 2019
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 13:19,9/13/2019 13:20,0:01:16,Adobe Premiere Pro CC 2019
Messenger - Google Chrome,9/13/2019 13:20,9/13/2019 13:21,0:00:21,Google Chrome
Search Sign Language (ASL) Dictionary - Google Chrome,9/13/2019 13:21,9/13/2019 13:21,0:00:06,Google Chrome
ASL sign for SWEET | HandSpeak - Google Chrome,9/13/2019 13:21,9/13/2019 13:21,0:00:22,Google Chrome
Messenger - Google Chrome,9/13/2019 13:21,9/13/2019 13:21,0:00:18,Google Chrome
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 13:21,9/13/2019 13:28,0:06:28,Adobe Premiere Pro CC 2019
Skype,9/13/2019 13:28,9/13/2019 13:29,0:01:08,Skype
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled *,9/13/2019 13:29,9/13/2019 13:29,0:00:17,Adobe Premiere Pro CC 2019
Adobe Premiere Pro CC 2019 - D:\video_art\second_round\Untitled,9/13/2019 13:29,9/13/2019 13:29,0:00:18,Adobe Premiere Pro CC 2019
ASL sign for SWEET | HandSpeak - Google Chrome,9/13/2019 13:29,9/13/2019 13:30,0:00:05,Google Chrome
Dashboard - Google Chrome,9/13/2019 13:30,9/13/2019 13:30,0:00:06,Google Chrome
"Course Modules: ART3959C-2C38,12HB(11929,12041) - Video Art - Google Chrome",9/13/2019 13:30,9/13/2019 13:30,0:00:18,Google Chrome
Chion Modes of Listening - Google Chrome,9/13/2019 13:30,9/13/2019 13:30,0:00:06,Google Chrome
"Course Modules: ART3959C-2C38,12HB(11929,12041) - Video Art - Google Chrome",9/13/2019 13:30,9/13/2019 13:30,0:00:05,Google Chrome
Montage Practicum - Google Chrome,9/13/2019 13:30,9/13/2019 13:33,0:03:01,Google Chrome
Volunteer - Make It Up As We Go,9/13/2019 13:33,9/13/2019 13:33,0:00:06,Spotify
Windows Explorer,9/13/2019 13:33,9/13/2019 13:33,0:00:05,Windows Explorer
Google Chrome,9/13/2019 13:33,9/13/2019 13:36,0:02:39,Google Chrome
to do | Trello - Google Chrome,9/13/2019 13:36,9/13/2019 13:36,0:00:07,Google Chrome
Dashboard - Google Chrome,9/13/2019 13:36,9/13/2019 13:36,0:00:07,Google Chrome
ART6933-4108(12073) - Rotating Topics - Google Chrome,9/13/2019 13:36,9/13/2019 13:36,0:00:06,Google Chrome
Syllabus for ART6933-4108(12073) - Rotating Topics - Google Chrome,9/13/2019 13:36,9/13/2019 13:36,0:00:07,Google Chrome
Topic: Globalization - Google Chrome,9/13/2019 13:36,9/13/2019 13:37,0:00:07,Google Chrome
Assignments: ART6933-4108(12073) - Rotating Topics - Google Chrome,9/13/2019 13:37,9/13/2019 13:37,0:00:09,Google Chrome
Files - Google Chrome,9/13/2019 13:37,9/13/2019 13:37,0:00:06,Google Chrome
Files - Google Chrome,9/13/2019 13:37,9/13/2019 13:38,0:00:48,Google Chrome
The Strike - Devils In The Canyon,9/13/2019 13:38,9/13/2019 13:38,0:00:05,Spotify
Files - Google Chrome,9/13/2019 13:38,9/13/2019 13:40,0:02:22,Google Chrome
Messenger - Google Chrome,9/13/2019 13:40,9/13/2019 13:41,0:00:33,Google Chrome
Skype,9/13/2019 13:41,9/13/2019 13:41,0:00:24,Skype
Messenger - Google Chrome,9/13/2019 13:41,9/13/2019 13:41,0:00:21,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:41,9/13/2019 13:42,0:00:11,Google Chrome
Messenger - Google Chrome,9/13/2019 13:42,9/13/2019 13:42,0:00:37,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:42,9/13/2019 13:43,0:00:41,Google Chrome
Messenger - Google Chrome,9/13/2019 13:43,9/13/2019 13:43,0:00:26,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:43,9/13/2019 13:43,0:00:08,Google Chrome
Messenger - Google Chrome,9/13/2019 13:43,9/13/2019 13:44,0:00:08,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:44,9/13/2019 13:44,0:00:08,Google Chrome
Messenger - Google Chrome,9/13/2019 13:44,9/13/2019 13:44,0:00:07,Google Chrome
Files - Google Chrome,9/13/2019 13:44,9/13/2019 13:44,0:00:07,Google Chrome
Messenger - Google Chrome,9/13/2019 13:44,9/13/2019 13:44,0:00:25,Google Chrome
Files - Google Chrome,9/13/2019 13:44,9/13/2019 13:45,0:00:53,Google Chrome
Messenger - Google Chrome,9/13/2019 13:45,9/13/2019 13:46,0:00:23,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:46,9/13/2019 13:46,0:00:06,Google Chrome
Messenger - Google Chrome,9/13/2019 13:46,9/13/2019 13:47,0:01:04,Google Chrome
Files - Google Chrome,9/13/2019 13:47,9/13/2019 13:48,0:01:11,Google Chrome
Files - Google Chrome,9/13/2019 13:48,9/13/2019 13:48,0:00:07,Google Chrome
Files - Google Chrome,9/13/2019 13:48,9/13/2019 13:48,0:00:27,Google Chrome
Messenger - Google Chrome,9/13/2019 13:48,9/13/2019 13:49,0:00:10,Google Chrome
Skype,9/13/2019 13:49,9/13/2019 13:49,0:00:13,Skype
Messenger - Google Chrome,9/13/2019 13:49,9/13/2019 13:50,0:00:49,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 13:50,9/13/2019 13:50,0:00:39,Google Chrome
Messenger - Google Chrome,9/13/2019 13:50,9/13/2019 13:50,0:00:07,Google Chrome
Files - Google Chrome,9/13/2019 13:50,9/13/2019 13:53,0:02:10,Google Chrome
Messenger - Google Chrome,9/13/2019 13:53,9/13/2019 13:53,0:00:06,Google Chrome
Messenger - Google Chrome,9/13/2019 13:53,9/13/2019 13:53,0:00:25,Google Chrome
Messenger - Google Chrome,9/13/2019 13:53,9/13/2019 13:53,0:00:05,Google Chrome
Messenger - Google Chrome,9/13/2019 13:53,9/13/2019 13:54,0:00:29,Google Chrome
Files - Google Chrome,9/13/2019 13:54,9/13/2019 13:54,0:00:08,Google Chrome
New Tab - Google Chrome,9/13/2019 13:54,9/13/2019 13:54,0:00:05,Google Chrome
Login to Access | University of Florida - Google Chrome,9/13/2019 13:54,9/13/2019 13:54,0:00:08,Google Chrome
Events Landing Page – Ticket Management | University of Florida - Google Chrome,9/13/2019 13:54,9/13/2019 13:54,0:00:06,Google Chrome
Events Landing Page – Ticket Management | University of Florida - Google Chrome,9/13/2019 13:54,9/13/2019 13:54,0:00:05,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:54,9/13/2019 13:54,0:00:07,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:54,9/13/2019 13:54,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:54,9/13/2019 13:55,0:00:07,Google Chrome
https://gators.expapp.com/ticketManagement/event/54858/purchase/22188417/link - Google Chrome,9/13/2019 13:55,9/13/2019 13:55,0:00:12,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:55,9/13/2019 13:55,0:00:06,Google Chrome
Messenger - Google Chrome,9/13/2019 13:55,9/13/2019 13:55,0:00:05,Google Chrome
Files - Google Chrome,9/13/2019 13:55,9/13/2019 13:57,0:02:14,Google Chrome
Messenger - Google Chrome,9/13/2019 13:57,9/13/2019 13:57,0:00:15,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:57,9/13/2019 13:58,0:00:12,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:58,9/13/2019 13:58,0:00:11,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:58,9/13/2019 13:58,0:00:06,Google Chrome
"Farmers & Merchants State Bank | Sylvania, OH - Waterville, OH - Bowling Green, OH - Fort Wayne, IN - Google Chrome",9/13/2019 13:58,9/13/2019 13:58,0:00:14,Google Chrome
Farmers & Merchants State Bank | Log In - Google Chrome,9/13/2019 13:58,9/13/2019 13:58,0:00:17,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 13:58,9/13/2019 13:59,0:00:31,Google Chrome
New Tab - Google Chrome,9/13/2019 13:59,9/13/2019 13:59,0:00:09,Google Chrome
New Tab - Google Chrome,9/13/2019 13:59,9/13/2019 13:59,0:00:08,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 13:59,9/13/2019 13:59,0:00:09,Google Chrome
New Tab - Google Chrome,9/13/2019 13:59,9/13/2019 13:59,0:00:05,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 13:59,9/13/2019 14:00,0:00:14,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 14:00,9/13/2019 14:00,0:00:18,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:00,9/13/2019 14:00,0:00:10,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 14:00,9/13/2019 14:00,0:00:08,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:00,9/13/2019 14:01,0:00:14,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 14:01,9/13/2019 14:01,0:00:06,Google Chrome
My accounts - chase.com - Google Chrome,9/13/2019 14:01,9/13/2019 14:01,0:00:13,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:01,9/13/2019 14:01,0:00:07,Google Chrome
New Tab - Google Chrome,9/13/2019 14:01,9/13/2019 14:01,0:00:07,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:01,9/13/2019 14:01,0:00:11,Google Chrome
My accounts - chase.com - Google Chrome,9/13/2019 14:01,9/13/2019 14:01,0:00:05,Google Chrome
New Tab - Google Chrome,9/13/2019 14:01,9/13/2019 14:02,0:00:19,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:02,9/13/2019 14:02,0:00:08,Google Chrome
New Tab - Google Chrome,9/13/2019 14:02,9/13/2019 14:02,0:00:08,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:02,9/13/2019 14:02,0:00:16,Google Chrome
My accounts - chase.com - Google Chrome,9/13/2019 14:02,9/13/2019 14:02,0:00:05,Google Chrome
New Tab - Google Chrome,9/13/2019 14:02,9/13/2019 14:02,0:00:08,Google Chrome
My accounts - chase.com - Google Chrome,9/13/2019 14:02,9/13/2019 14:03,0:00:06,Google Chrome
New Tab - Google Chrome,9/13/2019 14:03,9/13/2019 14:03,0:00:17,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:03,9/13/2019 14:03,0:00:19,Google Chrome
Saint Motel - Sweet Talk,9/13/2019 14:03,9/13/2019 14:03,0:00:05,Spotify
Budget - Google Sheets - Google Chrome,9/13/2019 14:03,9/13/2019 14:03,0:00:05,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 14:03,9/13/2019 14:04,0:00:14,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:04,9/13/2019 14:04,0:00:05,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 14:04,9/13/2019 14:04,0:00:17,Google Chrome
New Tab - Google Chrome,9/13/2019 14:04,9/13/2019 14:04,0:00:05,Google Chrome
Farmers & Merchants State Bank | Checking account - Google Chrome,9/13/2019 14:04,9/13/2019 14:04,0:00:11,Google Chrome
My accounts - chase.com - Google Chrome,9/13/2019 14:04,9/13/2019 14:04,0:00:12,Google Chrome
New Tab - Google Chrome,9/13/2019 14:04,9/13/2019 14:05,0:00:31,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:05,9/13/2019 14:05,0:00:27,Google Chrome
My accounts - chase.com - Google Chrome,9/13/2019 14:05,9/13/2019 14:06,0:00:18,Google Chrome
Budget - Google Sheets - Google Chrome,9/13/2019 14:06,9/13/2019 14:06,0:00:15,Google Chrome
Messenger - Google Chrome,9/13/2019 14:06,9/13/2019 14:06,0:00:05,Google Chrome
to do | Trello - Google Chrome,9/13/2019 14:06,9/13/2019 14:10,0:04:30,Google Chrome
to do | Trello - Google Chrome,9/13/2019 14:10,9/13/2019 14:11,0:00:19,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/13/2019 14:11,9/13/2019 14:13,0:02:23,Google Chrome
New Tab - Google Chrome,9/13/2019 14:13,9/13/2019 14:13,0:00:08,Google Chrome
Home | ResArtis - Google Chrome,9/13/2019 14:13,9/13/2019 14:13,0:00:07,Google Chrome
List of Residencies | ResArtis - Google Chrome,9/13/2019 14:13,9/13/2019 14:16,0:02:05,Google Chrome
List of Residencies | ResArtis - Google Chrome,9/13/2019 14:16,9/13/2019 14:16,0:00:36,Google Chrome
List of Residencies | ResArtis - Google Chrome,9/13/2019 14:16,9/13/2019 14:17,0:01:12,Google Chrome
artist residencies in chicago - Google Search - Google Chrome,9/13/2019 14:17,9/13/2019 14:18,0:00:18,Google Chrome
3Arts | Residency Fellowships - Google Chrome,9/13/2019 14:18,9/13/2019 14:18,0:00:43,Google Chrome
Bodies of Work - Google Chrome,9/13/2019 14:18,9/13/2019 14:19,0:00:27,Google Chrome
artist residencies in chicago - Google Search - Google Chrome,9/13/2019 14:19,9/13/2019 14:19,0:00:06,Google Chrome
Residency | Ragdale - Google Chrome,9/13/2019 14:19,9/13/2019 14:19,0:00:24,Google Chrome
Chicago's Unique Artist Residencies - Chicago Gallery News - Google Chrome,9/13/2019 14:19,9/13/2019 14:21,0:01:15,Google Chrome
Chicago's Unique Artist Residencies - Chicago Gallery News - Google Chrome,9/13/2019 14:21,9/13/2019 14:21,0:00:05,Google Chrome
summer internships chicago art - Google Search - Google Chrome,9/13/2019 14:21,9/13/2019 14:21,0:00:12,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:21,9/13/2019 14:21,0:00:11,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:21,9/13/2019 14:22,0:00:48,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:22,9/13/2019 14:22,0:00:23,Google Chrome
(7) Artist Marketing Intern | 1ob in Chicago | LinkedIn - Google Chrome,9/13/2019 14:22,9/13/2019 14:23,0:00:21,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:23,9/13/2019 14:23,0:00:06,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:23,9/13/2019 14:23,0:00:18,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:23,9/13/2019 14:23,0:00:06,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:23,9/13/2019 14:23,0:00:12,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:23,9/13/2019 14:24,0:00:36,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:24,9/13/2019 14:24,0:00:12,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:24,9/13/2019 14:24,0:00:18,Google Chrome
"International Children's Media Center - Media Arts Education Associate Internship - Chicago, IL | Chegg Internships - Google Chrome",9/13/2019 14:24,9/13/2019 14:24,0:00:06,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:24,9/13/2019 14:25,0:00:06,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:25,9/13/2019 14:25,0:00:12,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:25,9/13/2019 14:25,0:00:12,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:25,9/13/2019 14:25,0:00:22,Google Chrome
(7) Modern Healthcare Graphic Design Intern | Crain Communications | LinkedIn - Google Chrome,9/13/2019 14:25,9/13/2019 14:26,0:00:39,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:26,9/13/2019 14:26,0:00:06,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:26,9/13/2019 14:27,0:00:30,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:27,9/13/2019 14:27,0:00:12,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:27,9/13/2019 14:27,0:00:24,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:27,9/13/2019 14:27,0:00:13,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:27,9/13/2019 14:28,0:00:17,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:28,9/13/2019 14:28,0:00:18,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:28,9/13/2019 14:28,0:00:23,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:28,9/13/2019 14:29,0:00:30,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:29,9/13/2019 14:29,0:00:24,Google Chrome
summer internships chicago art - Google Chrome,9/13/2019 14:29,9/13/2019 14:29,0:00:05,Google Chrome
(7) Modern Healthcare Graphic Design Intern | Crain Communications | LinkedIn - Google Chrome,9/13/2019 14:29,9/13/2019 14:30,0:00:12,Google Chrome
Notifications | LinkedIn - Google Chrome,9/13/2019 14:30,9/13/2019 14:30,0:00:09,Google Chrome
1obs | LinkedIn - Google Chrome,9/13/2019 14:30,9/13/2019 14:30,0:00:21,Google Chrome
"intern summer 2020 1obs in Chicago, Illinois, United States | LinkedIn - Google Chrome",9/13/2019 14:30,9/13/2019 14:30,0:00:06,Google Chrome
"intern summer 2020 1obs in Chicago, Illinois, United States | LinkedIn - Google Chrome",9/13/2019 14:30,9/13/2019 14:30,0:00:05,Google Chrome
"intern summer 2020 1obs in Chicago, Illinois, United States | LinkedIn - Google Chrome",9/13/2019 14:30,9/13/2019 14:30,0:00:13,Google Chrome
