word,count
replacement,5
relation,5
relating,5
regardless,5
reflex,5
records,5
reciprocated,5
recessive,5
reassuring,5
ratio,5
raspberry,5
rap,5
qre,5
qb,5
purely,5
puberty,5
protein,5
property,5
proper,5
prominent,5
projects,5
professionalism,5
private,5
privacy,5
printing,5
pressured,5
preoccupied,5
practicing,5
ppl,5
pops,5
popping,5
politics,5
polish,5
police,5
poetry,5
plums,5
plates,5
plate,5
plaid,5
placed,5
photography,5
peter,5
pesto,5
peggy,5
peer,5
peel,5
pediatrics,5
paused,5
patrick,5
paste,5
passionate,5
partners,5
parmesan,5
parenting,5
panic,5
pang,5
pale,5
overall,5
outdoor,5
organizing,5
opera,5
oliver,5
olive,5
offered,5
odds,5
occurrence,5
obsessed,5
nuzzling,5
noses,5
nooooooo,5
noisy,5
nicely,5
newly,5
neurodevelopment,5
nerve,5
neon,5
nearly,5
narrowed,5
nail,5
multitasking,5
multitask,5
mulan,5
muffin,5
msp,5
mountains,5
moose,5
moon,5
momma,5
momâs,5
modified,5
modern,5
modeling,5
misleading,5
ministry,5
midwestern,5
mexican,5
metaphor,5
metal,5
messes,5
mentions,5
memorized,5
memorize,5
melts,5
meghannnnnnnn,5
meg,5
meets,5
media,5
mayo,5
mayhem,5
max,5
mate,5
marks,5
marker,5
management,5
male,5
maggots,5
machine,5
lowest,5
loudly,5
loooove,5
looooooooooooove,5
lobster,5
loaded,5
lists,5
lidocaine,5
lick,5
lessons,5
lesser,5
lenny,5
learner,5
leads,5
lane,5
landing,5
lakes,5
knowwwww,5
knives,5
kidnapping,5
katie,5
kathryn,5
kansas,5
kaelyn,5
jsut,5
jordan,5
joints,5
jet,5
it'll,5
italy,5
island,5
ironic,5
iron,5
investing,5
invested,5
introvert,5
introduced,5
interviewed,5
interface,5
intended,5
integrated,5
instructions,5
instantly,5
inspire,5
insecure,5
initial,5
inflammation,5
inferior,5
infection,5
inevitably,5
indoor,5
inch,5
improved,5
improve,5
importantly,5
impacted,5
immune,5
i;m,5
humph,5
howâs,5
houses,5
household,5
horse,5
hormones,5
hopping,5
hopelessly,5
holes,5
hippo,5
hipaa,5
hints,5
hint,5
hill,5
hairs,5
guns,5
gun,5
guard,5
groove,5
grimace,5
grew,5
greek,5
graph,5
granted,5
grandmother,5
grabbed,5
gooooood,5
glorious,5
github,5
gifted,5
gif,5
gene,5
gem,5
gbb,5
gatorade,5
gather,5
garden,5
garbage,5
fronts,5
freeze,5
freaked,5
fraction,5
forming,5
forgive,5
foreheads,5
flops,5
floppy,5
flirty,5
flag,5
fixing,5
finances,5
fees,5
favors,5
familiar,5
fajitas,5
faithful,5
faculty,5
facetime,5
extraordinarily,5
extend,5
expressed,5
explicitly,5
experiencing,5
expectation,5
exists,5
existed,5
exhibition,5
exhaustion,5
excuses,5
excel,5
examples,5
exaggerated,5
everybody,5
escaping,5
er,5
entertaining,5
enjoyable,5
encouraging,5
embraced,5
emailed,5
elizabeth,5
elements,5
elbows,5
effectively,5
edible,5
edge,5
easing,5
dyed,5
dust,5
driehm,5
draining,5
dots,5
dory,5
dominance,5
dome,5
doable,5
ditch,5
dissection,5
disappoint,5
disability,5
director,5
direct,5
dinos,5
dig,5
diet,5
dialogue,5
diagnosed,5
determine,5
destroy,5
desired,5
designing,5
deserved,5
delivery,5
dedication,5
decades,5
debt,5
debart,5
danger,5
dances,5
dad:,5
curry,5
curfew,5
cure,5
cupping,5
cult,5
cubby,5
crisis,5
crinkle,5
cringe,5
crew,5
creep,5
creature,5
create,5
correction,5
cop,5
convert,5
contemplating,5
consciously,5
connections,5
connecting,5
communicating,5
communicated,5
command,5
comfortably,5
collarbones,5
coat,5
clouds,5
clip,5
climb,5
click,5
clemson,5
claims,5
claimed,5
circulation,5
cincinnati,5
chunky,5
chronologically,5
choosing,5
choco,5
chistmas,5
cheer,5
chatted,5
charts,5
charm,5
charging,5
catholicism,5
cast,5
cancelled,5
c,5
butterfly,5
buses,5
burned,5
buried,5
budgeting,5
bubbly,5
bros,5
bro,5
bright,5
bridget,5
bridge,5
bride,5
brick,5
brace,5
bow,5
boost,5
boopable,5
blues,5
blows,5
blind,5
bleed,5
biking,5
biased,5
benefits,5
benadryl,5
belong,5
beings,5
beats,5
beaches,5
baylor,5
bangs,5
baffling,5
baffled,5
backs,5
axis,5
awkwardness,5
authority,5
attraction,5
attire,5
artistic,5
articulate,5
arrive,5
arrested,5
arching,5
approved,5
appropriate,5
appreciates,5
aorta,5
annoyance,5
ankle,5
anger,5
amuses,5
amongst,5
amd,5
alyssa,5
airplane,5
aid,5
agreement,5
adventuring,5
adriana's,5
adoration,5
adopt,5
adjusting,5
addendum,5
according,5
accn,5
accessible,5
abilities,5
ðâ¤ð,5
âiâm,5
50/50,5
35ing,5
17th,5
5-Apr,5
5-Mar,5
3-Feb,5
3-Jan,5
2017,5
2016,5
800,5
$200 ,5
43,5
39,5
$5 ,5
50%,5
6:00,5
10%,5
zipper,4
zagreb,4
yoy,4
youuu,4
youd,4
york,4
yoon,4
yesssssssssss,4
yayyyyyyyy,4
yayy,4
xyz,4
wowwwwwww,4
worthy,4
woowww,4
woohoo,4
wo,4
wins,4
winnie,4
winky,4
wings,4
windy,4
windows,4
wildest,4
wife's,4
wider,4
whites,4
wheels,4
wheeling,4
welcoming,4
"weird""",4
weekday,4
wavy,4
waving,4
wasted,4
wap,4
vote,4
vocal,4
visualize,4
vikings,4
vibes,4
vessels,4
versa,4
verbally,4
venue,4
venmo,4
ve,4
value,4
valley,4
vaccine,4
ut,4
user,4
usage,4
upside,4
upcoming,4
unworthy,4
unpacked,4
unknowns,4
unfair,4
understands,4
undefeated,4
unbelievable,4
ummmmm,4
twooooo,4
twisted,4
tropical,4
trick,4
trials,4
trailer,4
tradition,4
tracks,4
tracking,4
towels,4
tournament,4
tooth,4
toooooooo,4
tony,4
toenails,4
todayâs,4
today:,4
toaster,4
tiring,4
tilapia,4
ti,4
thumb,4
thrilled,4
thoughtfulness,4
thorough,4
thesis,4
thereby,4
tests,4
terra,4
terminology,4
tennessee,4
techniques,4
teared,4
teah,4
tastes,4
task,4
tantrum,4
tangled,4
talkative,4
tagged,4
tada,4
tablespoons,4
swim,4
swelling,4
sweeter,4
sweatheart,4
swear,4
suuuuuure,4
suspense,4
survey,4
surgery,4
supplies,4
summon,4
suggestive,4
suggestion,4
sudoku,4
successfully,4
subscription,4
stunned,4
structured,4
struck,4
strawberries,4
storing,4
stocked,4
stirfry,4
stereotypes,4
steamy,4
statements,4
stalk,4
stabbed,4
squeezing,4
squares,4
sprint,4
sprinkle,4
sprawl,4
spoons,4
spoken,4
spoke,4
splashing,4
spin,4
spilling,4
spill,4
sorin,4
sophmore,4
sons,4
somebody,4
solely,4
softer,4
sofonisba,4
sock,4
soap,4
snore,4
smoking,4
smoke,4
smiley,4
smelling,4
smash,4
slot,4
slope,4
slips,4
slightest,4
slacking,4
skydiving,4
skrt,4
skittish,4
skeptical,4
sisters,4
sir,4
sinks,4
silently,4
signals,4
sighhhhhh,4
sidewalk,4
shuffling,4
shuffle,4
shrug,4
shooting,4
shivering,4
ship,4
shell,4
sheldon,4
shapes,4
shaken,4
shade,4
sets,4
serving,4
services,4
series,4
separation,4
separated,4
seminary,4
semantics,4
selling,4
selfless,4
segments,4
seeming,4
seek,4
secrets,4
seasons,4
screaming,4
scrabble,4
scholarship,4
scenarios,4
satisfying,4
saints,4
rug,4
rose,4
rosary,4
roof,4
rocky,4
riley,4
revisit,4
revelation,4
retroactively,4
report,4
reply,4
repay,4
removed,4
remove,4
remembers,4
released,4
regret,4
reflective,4
reel,4
reeeeally,4
recreate,4
realm,4
realllllly,4
reacts,4
reactions,4
ravioli,4
raspberries,4
radiant,4
questionable,4
python,4
putt,4
pushups,4
pursue,4
punches,4
proximity,4
proving,4
provided,4
pros,4
proposing,4
prop,4
promises,4
profs,4
product,4
proactive,4
privileged,4
pritzker,4
previously,4
preventing,4
prematurely,4
prejudice,4
preferably,4
predictable,4
precise,4
prayed,4
pranks,4
ppd,4
powerful,4
pose,4
por,4
population,4
popcorn,4
polo,4
poetic,4
plsssssssssss,4
plsssssssss,4
plop,4
pleasantly,4
plant,4
pjs,4
pickup,4
phrasing,4
phones,4
pharmacist,4
phantom,4
pf,4
pew,4
pes,4
person's,4
persistent,4
perrysburg,4
permanence,4
performing,4
perfection,4
percent,4
peopled,4
peck,4
paul,4
password,4
parker,4
parents',4
pajama,4
padding,4
paczki,4
packs,4
ow,4
overthink,4
overloading,4
ouch,4
osteo,4
ore,4
ordinary,4
ordering,4
opposites,4
oooooooo,4
oooooh,4
ooooh,4
oof,4
oo,4
onion,4
one's,4
one),4
olds,4
offering,4
offense,4
ofc,4
ocean,4
occupied,4
obligated,4
objectively,4
noticeable,4
noticable,4
nonstop,4
nod,4
neurologist,4
nestled,4
nervousness,4
neighborhood,4
necklace,4
nc,4
navy,4
napped,4
naked,4
nahhhhh,4
mysterious,4
mushy,4
museums,4
murder,4
multiples,4
msu,4
movin,4
motivations,4
mormon,4
moods,4
monthly,4
monster,4
momentous,4
mj,4
mistakes,4
mistaken,4
mission,4
mislead,4
mischief,4
miracle,4
miiiiight,4
migraine,4
midday,4
mic,4
member,4
melons,4
meghannnnnnn,4
medications,4
meanie,4
me),4
md,4
mayyyyybe,4
mayyyybe,4
mayer,4
maybeeeeeeee,4
matt,4
matches,4
matched,4
mat,4
marching,4
manipulation,4
manipulate,4
managed,4
mamma,4
mailed,4
magical,4
lyric,4
lp,4
lounging,4
lottie,4
loss,4
looooooooove,4
locations,4
llama,4
livable,4
lighting,4
lies,4
lid,4
licked,4
lettuce,4
lemur,4
leggings,4
legally,4
lbs,4
laws,4
lauren,4
launching,4
launched,4
latter,4
latin,4
lasted,4
kofta,4
knot,4
knocks,4
knocking,4
kitchens,4
kills,4
khakis,4
k,4
jumped,4
jt,4
jow,4
joshâs,4
josephâs,4
jooooseph,4
joked,4
jan,4
itll,4
items,4
iou,4
inwas,4
involving,4
interviewing,4
interrupt,4
intensive,4
intelligent,4
integrity,4
input,4
injure,4
ingredients,4
ingenuity,4
infrequent,4
inconvenient,4
includes,4
inches,4
improvement,4
illness,4
ii,4
hype,4
humorous,4
hoodie,4
honking,4
homeless,4
homecoming,4
holder,4
hockey,4
ho,4
hmu,4
hiring,4
highlights,4
hid,4
hesitation,4
heron,4
here's,4
helpless,4
hecka,4
heather's,4
headset,4
hdmi,4
hbu,4
hazy,4
hazard,4
haw,4
havin,4
haunted,4
hats,4
hart,4
hangry,4
handing,4
hamilton,4
halftime,4
guided,4
guards,4
grump,4
grows,4
grown,4
groomsmen,4
greasy,4
grape,4
grandfather,4
gramcracker,4
grads,4
googling,4
googled,4
goofing,4
godson,4
glow,4
glory,4
giggling,4
geez,4
gal,4
gainsville,4
gained,4
gain,4
functionality,4
fry,4
frown,4
freshener,4
frequency,4
french,4
freezer,4
freestyle,4
freelance,4
freaks,4
frankly,4
frankincense,4
frank,4
framework,4
forks,4
forgetful,4
foreign,4
folding,4
fog,4
fo,4
floors,4
flirts,4
fling,4
firmer,4
firm,4
firefly,4
fireflies,4
finds,4
finalized,4
filter,4
fig,4
fiancã©,4
feisty,4
fee,4
feast,4
fascinating,4
fascinated,4
fart,4
farm,4
faced,4
extension,4
expressive,4
expressing,4
expert,4
evident,4
everytime,4
evenly,4
eternity,4
eternal,4
estate,4
essentially,4
essential,4
essay,4
espn,4
escape,4
errands,4
equate,4
epic,4
engrained,4
encourage,4
encounter,4
empathize,4
emojis,4
emilyâs,4
embarrassing,4
emailing,4
effects,4
earliest,4
dvd,4
dresser,4
dreamed,4
downs,4
download,4
doug,4
doubting,4
doses,4
dose,4
dorian,4
dominic,4
domestic,4
doggie,4
doctorâs,4
ditching,4
dissected,4
discernment,4
disappointment,4
dis,4
dirty,4
dipping,4
dinners,4
ding,4
differential,4
dies,4
diamonds,4
diagram,4
detail,4
destroyed,4
desktop,4
deserving,4
desert,4
descriptions,4
depth,4
departure,4
deodorant,4
demo,4
deleted,4
delete,4
defensive,4
decreases,4
deathly,4
dearly,4
dave,4
darn,4
daddy,4
d,4
cvs,4
cuts,4
curls,4
curiosity,4
cups,4
crushes,4
crushed,4
crumbs,4
cruising,4
cruise,4
crowd,4
criteria,4
crier,4
crackers,4
cow,4
cousinâs,4
countdowns,4
costco,4
cooker,4
continued,4
conscientious,4
connotation,4
congratulations,4
confirmed,4
concentrated,4
compromised,4
comprehend,4
component,4
complement,4
committing,4
column,4
columbus,4
collect,4
clogged,4
clever,4
clarification,4
chunks,4
chuckle,4
choo,4
choir,4
chipmunk,4
chip,4
chinese,4
chilling,4
chewy,4
cherries,4
cherish,4
channel,4
challenged,4
chain,4
cave,4
categories,4
casually,4
carrier,4
cared,4
cardboard,4
capture,4
busia,4
burying,4
buns,4
bunk,4
buckle,4
bubbles,4
bs,4
brunch,4
broadway,4
broadly,4
breast,4
breakup,4
bras,4
brag,4
boyfriend's,4
bow),4
bout,4
bounce,4
bottoms,4
bothers,4
borrow,4
bop,4
booping,4
bond,4
boards,4
blooded,4
blocked,4
blew,4
bless,4
blank,4
bites,4
biscuit,4
bingo,4
bg,4
bennett,4
belt,4
begins,4
began,4
battery,4
bathrooms,4
bath,4
basis,4
bars,4
barometric,4
baggage,4
baffles,4
backwards,4
audience,4
assumption,4
associated,4
assessment,4
assault,4
aspire,4
aspects,4
asparagus,4
asians,4
ashley,4
artists,4
arrangements,4
arranged,4
armpits,4
arguments,4
apr,4
approve,4
appeared,4
apologies,4
anticipate,4
answering,4
anna,4
ann,4
angel,4
anemic,4
ancient,4
alternative,4
alphabet,4
ages,4
agency,4
afford,4
adulting,4
adulthood,4
adore,4
admitted,4
admiring,4
adamant,4
acronym,4
acidic,4
aches,4
accurately,4
accompanied,4
accepting,4
abs,4
abroad,4
aback,4
âand,4
8:30-11:30,4
16th,4
11th,4
(in,4
(bc,4
#3,4
#1,4
"""they",4
"""the",4
"""no",4
"""meghan",4
7-Jun,4
4-Mar,4
"$1,000 ",4
750,4
730,4
125,4
70,4
$60 ,4
54,4
51,4
46,4
31,4
28,4
11:30,4
30%,4
5:45,4
20%,4
FALSE,3
zootopia,3
zip,3
zealand,3
yupppp,3
youuuuuuuuuu,3
youuuuuuuuu,3
youthful,3
youth,3
you:,3
"you
i",3
yooooo,3
yoooo,3
yhe,3
yesterday's,3
yessssssssss,3
yesssssssss,3
yeeeeeee,3
yeeeeee,3
yeeee,3
yee,3
yea,3
wrinkled,3
wrecked,3
wraps,3
wowwwwwwww,3
worthwhile,3
worrisome,3
worker,3
woowwww,3
wooowwwww,3
wooooooo,3
wives,3
witnessed,3
wiping,3
wipers,3
windshield,3
wimp,3
wildness,3
wifey,3
widely,3
whoop,3
we've,3
weve,3
welp,3
weighing,3
week:,3
webpage,3
wearable,3
weâre,3
washcloth,3
warms,3
walmart,3
wakes,3
wagon,3
wagging,3
waffles,3
waffle,3
wack,3
w,3
vows,3
vowels,3
von,3
volunteers,3
volunteered,3
vitamins,3
visualization,3
virginia,3
vinegar,3
viewing,3
victim,3
vibrate,3
veterans,3
vertical,3
venturing,3
ventra,3
vegetarian,3
vary,3
varicella,3
variables,3
vanilla,3
uva,3
utterly,3
utter,3
uterus,3
urgent,3
update:,3
unusual,3
untucked,3
unsettled,3
unpacking,3
unnecessary,3
unnecessarily,3
universities,3
uniqueness,3
uninvited,3
unintentionally,3
unfrozen,3
underestimate,3
uncoordinated,3
unavailable,3
ummmmmm,3
umbrella,3
typo,3
twists,3
twisting,3
twist,3
tv:,3
turtles,3
turnovers,3
turkey,3
tun,3
tuesdays,3
t-shirts,3
tripped,3
triplets,3
triggered,3
trigger,3
trendy,3
trends,3
tremendously,3
treatment,3
treasuring,3
treasure,3
traveled,3
traumatic,3
trapp,3
transponder,3
transparent,3
translation,3
translate,3
transferring,3
trajectory,3
trailing,3
traditions,3
trading,3
tracked,3
trachea,3
toward,3
tortilla,3
tornado,3
tolerance,3
tokens,3
toddler,3
to/,3
tips,3
tipping,3
timid,3
timestamp,3
tile,3
tidbit,3
thx,3
thunder,3
thoroughly,3
thnk,3
thin,3
theyâll,3
thermostat,3
therapist,3
thankssssss,3
thankssss,3
thankfully,3
thai,3
testament,3
territory,3
terminal,3
tennis,3
tendons,3
tenderness,3
tendency,3
template,3
tehe,3
teased,3
teams,3
teaches,3
tapping,3
tape,3
tap,3
tangible,3
taller,3
tagging,3
tables,3
symbol,3
syllabus,3
swivel,3
swings,3
swat,3
swamp,3
suspected,3
suspect,3
surrender,3
surreal,3
surgical,3
supreme,3
superiority,3
sunpass,3
sung,3
suggesting,3
suck,3
subjective,3
subconsciously,3
subconscious,3
sub,3
styling,3
stuuuuuupid,3
struggles,3
striving,3
strive,3
stripped,3
strings,3
strike,3
strict,3
stretching,3
stretched,3
stressy,3
stresses,3
streamed,3
streak,3
straightforward,3
straighten,3
storming,3
stipend,3
stint,3
stimuli,3
stern,3
stepped,3
steady,3
statue,3
stats,3
stark,3
stares,3
starbucks,3
staple,3
stamps,3
stain,3
squirrel,3
squawk,3
spy,3
sprinkling,3
springs,3
sprawled,3
sponge,3
spoils,3
splurge,3
splitting,3
splintered,3
spite,3
spiraling,3
spinal,3
spilled,3
spike,3
spicier,3
speeds,3
spectacularly,3
sparkly,3
sparkle,3
sorted,3
sorryyyyyyyy,3
sorryyyyy,3
soo,3
sold,3
solar,3
softie,3
soc,3
sobbing,3
snuck,3
snowing,3
snorted,3
snores,3
sneaks,3
snapchat,3
snacking,3
smoothies,3
slippers,3
slime,3
sleepyyyy,3
sleepover,3
slaps,3
skyping,3
skull,3
skirts,3
sixth,3
sips,3
sinuses,3
sink,3
sings,3
sincerely,3
similarity,3
simba,3
silver,3
significance,3
signature,3
signal,3
siempre,3
shutting,3
shout,3
shortly,3
shore,3
shelving,3
shells,3
sheer,3
sheâll,3
shallow,3
shadowing,3
sexuality,3
severely,3
served,3
sequence,3
separations,3
separately,3
sentimental,3
sensory,3
sensors,3
self-conscious,3
seldom,3
secretly,3
scruff,3
screens,3
screams,3
scream,3
scoundrel,3
scones,3
scientifically,3
scholarships,3
scandelous,3
saves,3
sauces,3
satisfied,3
sarcasm,3
sarah,3
sang,3
sane,3
sandwiches,3
sandbags,3
sandals,3
sand,3
sample,3
saga,3
safer,3
sacraments,3
rye,3
russia,3
ruined,3
rubber,3
routines,3
rounds,3
roughly,3
rosa,3
rooting,3
rome,3
roller,3
rod,3
roasted,3
roads,3
ridiculousness,3
ridiculously,3
rick,3
richard,3
rich,3
rib,3
reward,3
revised,3
revise,3
reverse,3
revel,3
rethink,3
retaliate,3
retake,3
restraint,3
restaurants,3
restarting,3
resource,3
resort,3
reserve,3
resend,3
researching,3
representative,3
replacing,3
rephrase,3
repetition,3
repeating,3
rendition,3
removal,3
reminders,3
religious,3
reject,3
regretted,3
registered,3
reflecting,3
refill,3
refers,3
referrals,3
redo,3
recovered,3
recall,3
reallyyyy,3
raunchy,3
rankings,3
rainy,3
radius,3
radio,3
radar,3
rabbit,3
quokka,3
quirks,3
quicker,3
quest,3
quesadilla,3
que,3
qualities,3
pyrex,3
pushy,3
purse,3
purchased,3
puppies,3
punk,3
pumped,3
pub,3
psychopathology,3
provocative,3
protest,3
proportions,3
proportionally,3
progressively,3
progression,3
progresses,3
prioritize,3
priceless,3
pretentious,3
presentation,3
preparation,3
premise,3
premature,3
precipitation,3
powder,3
pour,3
posture,3
posting,3
positions,3
portions,3
portion,3
portfolio,3
portable,3
populations,3
pony,3
policy,3
poked,3
poke-a-toe,3
plural,3
plum,3
plsssssssssssssssss,3
plssssssssssssssss,3
plopping,3
pleasure,3
pleasant,3
playful,3
players,3
planet,3
pixie,3
pit,3
pigeon,3
picnic,3
picks,3
pickle,3
pi,3
philosophical,3
phd,3
pestering,3
personâs,3
permanent,3
performance,3
percentage,3
peoples,3
pen,3
peep,3
pcl,3
pausing,3
patterns,3
patronizing,3
patin,3
passive,3
participate,3
partial,3
parks,3
parietals,3
paranoid,3
paradise,3
pappi,3
papers,3
pantsless,3
pant,3
palpable,3
pains,3
p,3
oxytocin,3
overwhelmingly,3
overnight,3
outlook,3
outdoors,3
ounce,3
ou,3
others',3
origionally,3
organs,3
opens,3
oooooohhhhhhh,3
olives,3
ohhhhhhh,3
offers,3
offensive,3
ode,3
oculi,3
occur,3
obsess,3
observant,3
obliteration,3
objectifying,3
object,3
obicularis,3
nursing,3
nurses,3
nudge,3
notified,3
nothin,3
notebook,3
note:,3
nos,3
northwestern,3
nooooooooo,3
noooooooo,3
nfp,3
neurons,3
ness,3
nermal,3
negotiable,3
neglected,3
negatively,3
needy,3
necessity,3
nbd,3
navigating,3
nausea,3
natasha,3
napkin,3
nanaâs,3
nailed,3
nadine,3
naan,3
mustard,3
mushu,3
muscular,3
murders,3
multi,3
mozzarella,3
mowing,3
motivating,3
mornjng,3
monitor,3
monetarily,3
moms,3
momentarily,3
mold,3
moist,3
modest,3
mobile,3
mob,3
mixture,3
minus,3
milo,3
military,3
milestone,3
mild,3
mike,3
microphones,3
michael,3
mi,3
metric,3
mesmerizing,3
merry,3
memo,3
melatonin,3
meghans,3
meghannnnnnnnnn,3
mega,3
meeeeeeee,3
medically,3
measuring,3
meaningful,3
me/,3
mcdonalds,3
maybeeeeeee,3
mature,3
matlab,3
masters,3
massachusetts,3
masala,3
marshmallows,3
marked,3
mario,3
manner,3
manifests,3
manageable,3
mama,3
mainly,3
maid,3
mahjong,3
magna,3
mae,3
madison,3
ma,3
lucy,3
lows,3
louisville,3
louise,3
loops,3
loooooove,3
longgggg,3
logistics,3
logistical,3
logged,3
load,3
liturgical,3
littleeeeeee,3
literature,3
liquid,3
lipstick,3
linger,3
lined,3
lighthouse,3
lifted,3
lifelong,3
libraries,3
leonardo,3
lemonade,3
legalized,3
leaned,3
layers,3
laude,3
lasting,3
landscape,3
lag,3
knork,3
knit,3
kiwi,3
kisser,3
kimchi,3
kidnap,3
kiddo,3
kiddie,3
kelly,3
justifying,3
justify,3
justification,3
judgement,3
judged,3
json,3
js,3
josephs,3
"joseph""",3
joooooooseph,3
jinx,3
jewelry,3
jersey,3
jenny's,3
jars,3
jail,3
jacked,3
jackbox,3
jack,3
it),3
isla,3
is:,3
involuntarily,3
inviting,3
introverts,3
introduction,3
introducing,3
intro,3
intimidating,3
intersection,3
interrupted,3
interpreted,3
interpret,3
interacted,3
intentionally,3
intelligence,3
insults,3
institute,3
instant,3
innervate,3
injections,3
inject,3
initials,3
initializing,3
inherently,3
informed,3
informatics,3
inflatable,3
infamous,3
indont,3
india,3
increased,3
incorrect,3
incentive,3
impulse,3
improper,3
impossible,3
immense,3
imaging,3
illegal,3
ids,3
icy,3
icicle,3
'i,3
hyperacidity,3
hydrants,3
hunting,3
hundreds,3
humbled,3
humanly,3
huggy,3
hubby,3
hotspot,3
hotels,3
hosting,3
horses,3
hooked,3
homes,3
homeboy,3
hobbies,3
hitchcock,3
hired,3
hinting,3
hills,3
highlighted,3
hierarchy,3
hesitant,3
heavier,3
heated,3
hearted,3
heartburn,3
heartbreak,3
healthier,3
hawaiian,3
hating,3
harrison,3
harmonies,3
hardware,3
harassment,3
hansen,3
handsome,3
handed,3
hammer,3
halfsie,3
guy's,3
guru,3
guessed,3
grudge,3
groggily,3
groaning,3
greeted,3
grant,3
grandparents',3
gram,3
graded,3
goosebumps,3
gooood,3
goodwill,3
"good""",3
gong,3
golfing,3
glove,3
glint,3
gleefully,3
glands,3
girls',3
girlfriend's,3
girlfriends,3
gimme,3
giggly,3
gigantic,3
ghost,3
genre,3
genetically,3
gender,3
gee,3
gallbladder,3
funnnnnn,3
funeral,3
funds,3
funding,3
fumble,3
fucking,3
frugal,3
freckles,3
freaky,3
frames,3
frail,3
fr,3
foundation,3
fought,3
formulas,3
format,3
forcing,3
forbidden,3
folks,3
flutter,3
flown,3
floating,3
flirting,3
flirted,3
flattery,3
flattering,3
flashbacks,3
fired,3
fir,3
filming,3
fills,3
fiiiine,3
fiiiiiine,3
fiiiiiiine,3
fiction,3
feta,3
feb,3
features,3
faulty,3
fatigue,3
fashion,3
fascination,3
farting,3
farmers,3
fanny,3
family's,3
familia,3
failing,3
fades,3
faceprint,3
extravagant,3
extending,3
explains,3
expertise,3
experiments,3
expense,3
expend,3
expects,3
expansion,3
exhilarating,3
exceptionally,3
evidence,3
evenings,3
eucalyptus,3
eta,3
est,3
es,3
errors,3
eric,3
equipment,3
equation,3
equating,3
envy,3
enlighten,3
engaging,3
engaged/married,3
energized,3
encountered,3
elseâs,3
eliana,3
electricity,3
ehhh,3
efforts,3
efficiency,3
effective,3
effected,3
eek,3
edwin,3
edited,3
edit,3
econ,3
eagerly,3
eager,3
dwell,3
ducky,3
drying,3
drugged,3
drown,3
drivers,3
driven,3
drifting,3
doze,3
doubts,3
dot,3
dorky,3
dora,3
dong,3
dolphins,3
dizziness,3
divine,3
divided,3
disturbing,3
distraction,3
distinct,3
dissecting,3
dissect,3
display,3
discussions,3
discover,3
discourse,3
discount,3
discerned,3
disaster,3
dirt,3
directed,3
diagnostic,3
diagnosis,3
dh,3
devoted,3
developed,3
depressing,3
deoterant,3
demoted,3
demon,3
demand,3
delve,3
delusional,3
delight,3
dehydrated,3
defying,3
definite,3
defeat,3
default,3
decoration,3
decorate,3
deaths,3
dc,3
day:,3
darntootin,3
danishes,3
danced,3
damn,3
da,3
cuuuuuute,3
cuuuuute,3
curtains,3
cum,3
csv,3
crumb,3
critique,3
cringing,3
cremated,3
credits,3
creatures,3
creating,3
craziest,3
cranky,3
cousin's,3
countless,3
coughing,3
cottage,3
corrected,3
cornhole,3
corners,3
cord,3
coolest,3
convey,3
converstation,3
contributed,3
contrast,3
contract,3
contemplated,3
consuming,3
construction,3
consistency,3
considerations,3
consideration,3
connects,3
confrontation,3
confined,3
conducive,3
condo,3
conclusion,3
concepts,3
concentrate,3
compression,3
competent,3
comparing,3
comparable,3
commercial,3
commenting,3
comforted,3
colossians,3
coded,3
coaches,3
cna,3
clearance,3
cleaned,3
clarified,3
claddagh,3
circumstance,3
cider,3
chuck,3
chronic,3
christ,3
chores,3
chirstmas,3
chipotle,3
chik-fil-a,3
chidi,3
chef,3
cheering,3
chats,3
charms,3
charming,3
charlotte,3
charlie,3
charger,3
charged,3
challenging,3
celebrations,3
celebrated,3
cedar,3
catholics,3
catchy,3
catches,3
cashier,3
careers,3
carbs,3
capsule,3
capri,3
capitalized,3
capitalization,3
capital,3
capella,3
canvas,3
cameras,3
california,3
calandar,3
cal,3
cakes,3
bye,3
bushel,3
burnout,3
burning,3
bundled,3
bundle,3
bulky,3
bulk,3
buddies,3
brief,3
bricks,3
brian,3
breezeway,3
breaker,3
branch,3
boyfriends,3
boxes,3
bothered,3
borrowed,3
bopping,3
boping,3
boots,3
bombard,3
bold,3
boggling,3
blu,3
blinding,3
blinded,3
blaming,3
bite,3
bis,3
birthmark,3
biologically,3
biological,3
bill,3
biceps,3
bibles,3
better/worse,3
berry,3
bent,3
beneficial,3
bending,3
bell,3
believable,3
beiber,3
behaving,3
begrudgingly,3
bee,3
bearable,3
baths,3
bass,3
basil,3
bark,3
bargaining,3
bare,3
banging,3
banged,3
bang,3
bald,3
balancing,3
balanced,3
baggy,3
badge,3
backstory,3
backed,3
b,3
awkwardly,3
ave,3
autopilot,3
auto,3
authenticity,3
attributed,3
attitude,3
attempts,3
attacked,3
athletic,3
athletes,3
assure,3
assert,3
aslo,3
arthur,3
artery,3
arrival,3
arrangement,3
arrange,3
army,3
argumentative,3
ardvark,3
archie,3
arbor,3
approached,3
approach,3
appreciative,3
appetite,3
appeal,3
apologized,3
apartments,3
aparently,3
anya,3
anticipation,3
antibiotics,3
ans,3
anout,3
announcing,3
anniversaries,3
animation,3
animated,3
animals,3
angels,3
andrewâs,3
